recordID,state,cases,deaths
d102547,Arizona,4719,181
d102548,Arkansas,1777,38
d102549,California,30829,1146
d102550,Colorado,9433,409
d102551,Connecticut,17550,1086
d102552,Delaware,2538,67
d102553,District of Columbia,2666,91
d102554,Florida,25484,747
d102555,Georgia,17014,670
d102556,Guam,805,6
d102557,Hawaii,568,9
d102558,Idaho,1577,44
d102559,Illinois,29160,1272
d102560,Indiana,10641,545
d102561,Iowa,2513,74
d102562,Kansas,1820,86
d102563,Kentucky,2707,145
d102564,Louisiana,23580,1267
d102565,Maine,847,32
d102566,Maryland,12308,463
d102567,Massachusetts,36372,1560
d102568,Michigan,30717,2307
d102569,Minnesota,2213,121
d102570,Mississippi,3974,152
d102571,Missouri,5517,194
d102572,Montana,426,10
d102573,Nebraska,1348,28
d102574,Nevada,3626,155
d102575,New Hampshire,1342,38
d102576,New Jersey,81420,4070
d102577,New Mexico,1798,53
d102578,New York,236763,13362
d102579,North Carolina,6140,175
d102580,North Dakota,528,9
d102581,Northern Mariana Islands,14,2
d102582,Ohio,10222,451
d102583,Oklahoma,2570,139
d102584,Oregon,1844,72
d102585,Pennsylvania,31742,1150
d102586,Puerto Rico,1118,60
d102587,Rhode Island,4491,137
d102588,South Carolina,4246,119
d102589,South Dakota,1542,7
d102590,Tennessee,6637,152
d102591,Texas,18927,487
d102592,Utah,2942,25
d102593,Vermont,803,37
d102594,Virgin Islands,53,3
d102595,Virginia,8053,258
d102596,Washington,11802,629
d102597,West Virginia,825,18
d102598,Wisconsin,4199,212
d102599,Wyoming,309,2
d102600,Alabama,4903,160
d102601,Alaska,317,7
d102602,Arizona,4929,188
d102603,Arkansas,1781,39
d102604,California,31544,1176
d102605,Colorado,9730,421
d102606,Connecticut,17962,1127
d102607,Delaware,2538,67
d102608,District of Columbia,2793,96
d102609,Florida,26306,773
d102610,Georgia,17619,682
d102611,Guam,808,6
d102612,Hawaii,574,10
d102613,Idaho,1581,45
d102614,Illinois,30357,1302
d102615,Indiana,11210,562
d102616,Iowa,2915,75
d102617,Kansas,1898,94
d102618,Kentucky,2960,149
d102619,Louisiana,23928,1296
d102620,Maine,867,34
d102621,Maryland,12830,486
d102622,Massachusetts,38077,1706
d102623,Michigan,31348,2389
d102624,Minnesota,2356,134
d102625,Mississippi,4274,159
d102626,Missouri,5667,196
d102627,Montana,433,10
d102628,Nebraska,1474,28
d102629,Nevada,3741,158
d102630,New Hampshire,1392,41
d102631,New Jersey,85301,4202
d102632,New Mexico,1845,55
d102633,New York,242817,13869
d102634,North Carolina,6493,183
d102635,North Dakota,585,10
d102636,Northern Mariana Islands,14,2
d102637,Ohio,11602,471
d102638,Oklahoma,2599,140
d102639,Oregon,1910,74
d102640,Pennsylvania,32992,1285
d102641,Puerto Rico,1213,41
d102642,Rhode Island,4706,150
d102643,South Carolina,4377,120
d102644,South Dakota,1635,7
d102645,Tennessee,6845,156
d102646,Texas,19441,503
d102647,Utah,3071,27
d102648,Vermont,812,37
d102649,Virgin Islands,53,3
d102650,Virginia,8537,277
d102651,Washington,11805,637
d102652,West Virginia,890,20
d102653,Wisconsin,4346,222
d102654,Wyoming,313,2
d102655,Alabama,5078,164
d102656,Alaska,319,7
d102657,Arizona,5064,191
d102658,Arkansas,1971,42
d102659,California,33862,1223
d102660,Colorado,10106,448
d102661,Connecticut,19815,1331
d102662,Delaware,2745,72
d102663,District of Columbia,2927,105
d102664,Florida,27050,822
d102665,Georgia,18447,767
d102666,Guam,811,6
d102667,Hawaii,578,10
d102668,Idaho,1638,48
d102669,Illinois,31508,1359
d102670,Indiana,11686,569
d102671,Iowa,3175,79
d102672,Kansas,2031,101
d102673,Kentucky,3050,155
d102674,Louisiana,24523,1328
d102675,Maine,875,35
d102676,Maryland,13684,516
d102677,Massachusetts,39643,1809
d102678,Michigan,31927,2466
d102679,Minnesota,2470,143
d102680,Mississippi,4512,169
d102681,Missouri,5807,201
d102682,Montana,433,12
d102683,Nebraska,1648,33
d102684,Nevada,3830,163
d102685,New Hampshire,1447,42
d102686,New Jersey,88806,4377
d102687,New Mexico,1971,58
d102688,New York,247543,14347
d102689,North Carolina,6764,187
